,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Income (per month),Hobbies_Count,Age,has_child,Lives_in_city_tier,Clusters,More_than_average
2593,FAAAAB2004014069,G2M4R1,01-10-2019,Madhya Pradesh,Jabalpur ,Footwear,Women's Footwear,4,1,998,998,5%,Tier 3,0,0,Catwalk,No,No,10,2019,Weekday,6.905753276,Beginning,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,23,No,Tier_2,2,No
2594,FAC7XD2000408868,G2M4R1,10-01-2019,Madhya Pradesh,Jabalpur ,Computers,Storage,4.3,1,799,799,18%,Tier 3,0,0,pendrive,Yes,No,1,2019,Weekday,6.683360946,Mid,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,23,No,Tier_2,2,No
2595,FAAAAB2006834290,G2M4R1,15-01-2020,Madhya Pradesh,Jabalpur ,Footwear,Women's Footwear,4,1,1853,1853,18%,Tier 3,0,0,Nike,No,No,1,2020,Weekday,7.524561226,Mid,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,23,No,Tier_2,2,No
2596,FABOCR2000060945,G2M4R1,12-05-2019,Madhya Pradesh,Jabalpur ,"Bags, Wallets & Belts",Wallets & Clutches,4.1,1,540,540,18%,Tier 3,0,0,WildHorn,Yes,No,5,2019,Weekend,6.29156914,Mid,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,23,No,Tier_2,2,No
2597,FAAHJ62100001347,G2M4R1,26-01-2020,Madhya Pradesh,Jabalpur ,Toys and Games,Soft Toys,4.3,1,299,344,12%,Tier 3,0,16,SOFT,No,No,1,2020,Weekend,5.840641657,End,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,23,No,Tier_2,2,No
2598,FABK9H2000012412,G2M4R1,12-05-2019,Madhya Pradesh,Jabalpur ,Beauty and Grooming,Fragrances,4.2,2,320,438,18%,Tier 3,0,37,Nike,Yes,No,5,2019,Weekend,6.08221891,Mid,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,23,No,Tier_2,2,No
2599,FAAJQD2100000338,G2M4R10,09-06-2020,Madhya Pradesh,Jabalpur ,"Kitchen, Cookware & Serveware",Kitchen Storage & Containers,4.4,1,129,176,18%,Tier 3,0,37,Pasabahce,No,1st Wave,6,2020,Weekday,5.170483995,Beginning,Female,Secretary,Not Married,"Rs. 10,000 – 25,000",1,24,No,Tier 3,2,No
2600,FADZYT2200579113,G2M4R11,26-07-2021,Madhya Pradesh,Mandla,Audio & Video,Speakers,4.4,1,3999,3999,0%,Tier 3,0,0,JBL,Yes,No,7,2021,Weekday,8.293799609,End,Male,Working,Married,"Rs. 10,000 – 25,000",1,26,Yes,Tier 3,2,No
2601,FACR7Q2001399380,G2M4R12,09-04-2019,Madhya Pradesh,Khargone,Mobiles & Accessories,Mobiles,4.5,1,16999,16999,18%,Tier 3,0,0,Realme,No,No,4,2019,Weekday,9.740909798,Beginning,Male,Accountant,Not Married,"Rs. 10,000 – 25,000",1,26,No,Tier_2,2,No
2602,EAAAAB-02629874,G2M4R12,10-04-2019,Madhya Pradesh,Khargone,Mobiles & Accessories,Mobile Accessories,4.118336545,1,99,99,18%,Tier 3,0,0,Complete,Yes,No,4,2019,Weekday,4.59511985,Mid,Male,Accountant,Not Married,"Rs. 10,000 – 25,000",1,26,No,Tier_2,2,No
2603,FAAI572200018958,G2M4R13,13-09-2021,Madhya Pradesh,Ujjain,Mobiles & Accessories,Mobile Accessories,4.2,1,139,178,18%,Tier_2,0,29,AMETHYST,No,No,9,2021,Weekday,5.18178355,Mid,Male,Patwari,Married,"Rs. 25,000 – 50,000",1,45,Yes,Tier_2,1,No
2604,FADZYT2100277600,G2M4R2,23-06-2020,Madhya Pradesh,Betul,Audio & Video,Headphones,4.1,1,649,649,18%,Tier 3,0,0,Headphones,No,1st Wave,6,2020,Weekday,6.475432717,End,Male,Freelancer,Not Married,"Rs. 25,000 – 50,000",1,24,No,Tier 3,2,No
2605,FAEQJ72100044953,G2M4R2,23-06-2020,Madhya Pradesh,Multai,Clothing and Accessories,Mobiles & Accessories,4.4,1,11999,11999,18%,Tier 3,0,0,Handests,No,1st Wave,6,2020,Weekday,9.392578592,End,Male,Freelancer,Not Married,"Rs. 25,000 – 50,000",1,24,No,Tier 3,2,No
2606,FABBA12100639031,G2M4R2,25-08-2020,Madhya Pradesh,Multai,Mobiles & Accessories,Mobiles,4.4,1,14999,14999,18%,Tier 3,0,0,Handsets,No,1st Wave,8,2020,Weekday,9.615738811,End,Male,Freelancer,Not Married,"Rs. 25,000 – 50,000",1,24,No,Tier 3,2,No
2607,FABVQ42200054866,G2M4R3,25-08-2020,Madhya Pradesh,Khargone,Mobiles & Accessories,Mobiles,4.4,1,9999,9999,12%,Tier 3,0,0,Handsets,No,1st Wave,8,2020,Weekday,9.210240367,End,Male,Manager,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2608,FABWBR2200122505,G2M4R3,17-07-2021,Madhya Pradesh,Khargone,Mobiles & Accessories,Mobiles,4.2,1,7499,7499,18%,Tier 3,0,0,Handsets,No,No,7,2021,Weekend,8.922524957,Mid,Male,Manager,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2609,FABVQ42200019005,G2M4R3,30-04-2021,Madhya Pradesh,Khargone,Computers,Laptop Accessories,3.7,1,539,539,18%,Tier 3,0,0,Hard,No,2nd Wave,4,2021,Weekday,6.289715571,End,Male,Manager,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2610,SAABTV2200001108,G2M4R3,14-07-2021,Madhya Pradesh,Khargone,Mobiles & Accessories,Mobile Accessories,4.1,1,100,100,18%,Tier 3,0,0,Freight,No,No,7,2021,Weekday,4.605170186,Mid,Male,Manager,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2611,FABVQ42000251617,G2M4R4,01-07-2020,Madhya Pradesh,Jabalpur ,Mobiles & Accessories,Mobile Accessories,4.2,1,649,649,18%,Tier 3,0,0,Power,No,No,7,2020,Weekday,6.475432717,Beginning,Male,Manager,Married,"Rs. 50,000 – 75,000",1,27,Yes,Tier_2,2,Yes
2612,FABWBR20000194540,G2M4R4,11-12-2019,Madhya Pradesh,Jabalpur ,Audio & Video,Headphones,4.3,1,399,399,18%,Tier 3,0,0,Headphones,No,No,12,2019,Weekday,5.988961417,Mid,Male,Manager,Married,"Rs. 50,000 – 75,000",1,27,Yes,Tier_2,2,Yes
2613,FAAAE82004723286,G2M4R4,02-09-2020,Madhya Pradesh,Satna,Health & Personal Care Appliances,Personal Care Appliances,4.2,1,499,539,18%,Tier 3,0,9,Trimmers,No,No,9,2020,Weekday,6.289715571,Beginning,Male,Manager,Married,"Rs. 50,000 – 75,000",1,27,Yes,Tier_2,2,Yes
2614,FADJDP2100000817,G2M4R4,18-12-2020,Madhya Pradesh,Satna,Books,Books,4.5,1,650,715,0%,Tier 3,0,10,IIT,No,No,12,2020,Weekday,6.572282543,Mid,Male,Manager,Married,"Rs. 50,000 – 75,000",1,27,Yes,Tier_2,2,Yes
2615,FACYA22200006288,G2M4R4,15-06-2021,Madhya Pradesh,Satna,Books,Books,4.4,1,430,489,0%,Tier 3,0,14,Solved,Yes,No,6,2021,Weekday,6.192362489,Mid,Male,Manager,Married,"Rs. 50,000 – 75,000",1,27,Yes,Tier_2,2,Yes
2616,FABYVL2000099635,G2M4R4,21-08-2019,Madhya Pradesh,Satna,"Bags, Wallets & Belts",Wallets & Clutches,4.1,1,185,225,18%,Tier 3,0,22,Samtroh,No,No,8,2019,Weekday,5.416100402,End,Male,Manager,Married,"Rs. 50,000 – 75,000",1,27,Yes,Tier_2,2,Yes
2617,FACP6G2000012927,G2M4R4,30-07-2019,Madhya Pradesh,Satna,Health & Personal Care Appliances,Personal Care Appliances,4.2,1,899,899,18%,Tier 3,0,0,Syska,No,No,7,2019,Weekday,6.801283034,End,Male,Manager,Married,"Rs. 50,000 – 75,000",1,27,Yes,Tier_2,2,Yes
2618,FAACKD2000046248,G2M4R4,11-12-2019,Madhya Pradesh,Jabalpur ,Mobiles & Accessories,Mobile Accessories,4.3,1,234,264,18%,Tier 3,0,13,mCase,No,No,12,2019,Weekday,5.575949103,Mid,Male,Manager,Married,"Rs. 50,000 – 75,000",1,27,Yes,Tier_2,2,Yes
2619,FAAVUF2005861762,G2M4R4,11-12-2019,Madhya Pradesh,Jabalpur,Sports,Badminton,4.1,1,407,407,12%,Tier_2,0,0,Badminton,No,No,12,2019,Weekday,6.008813185,Mid,Male,Manager,Married,"Rs. 50,000 – 75,000",1,27,Yes,Tier_2,2,Yes
2620,FAAXXV2100186097,G2M4R5,31-08-2020,Madhya Pradesh,Khurai,Mobiles & Accessories,Mobiles,4.1,1,5999,5999,18%,Tier 3,0,0,Handset,No,1st Wave,8,2020,Weekday,8.699348068,End,Male,Teacher,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2621,FACAWK2100009405,G2M4R5,19-08-2020,Madhya Pradesh,Khurai,Beauty and Grooming,Hair Care and Accessory,4.3,1,210,210,18%,Tier 3,0,0,Hair,No,1st Wave,8,2020,Weekday,5.347107531,Mid,Male,Teacher,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2622,FABVQ42100021343,G2M4R5,19-08-2020,Madhya Pradesh,Khurai,Health & Personal Care Appliances,Personal Care Appliances,4.3,1,1974,1974,18%,Tier 3,0,0,Hair,No,1st Wave,8,2020,Weekday,7.58781722,Mid,Male,Teacher,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2624,FABEVN2100012460,G2M4R5,31-10-2020,Madhya Pradesh,Khurai,Mobiles & Accessories,Mobile Accessories,3.9,1,419,460,18%,Tier 3,0,10,KHR,Yes,No,10,2020,Weekend,6.131226489,End,Male,Teacher,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2625,FAB1SH2100002568,G2M4R5,15-07-2020,Madhya Pradesh,Sagar,Mobiles & Accessories,Mobile Accessories,4.1,1,199,199,18%,Tier 3,0,0,Instyle,No,1st Wave,7,2020,Weekday,5.293304825,Mid,Male,Teacher,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2626,FAA2F32100088997,G2M4R5,19-08-2020,Madhya Pradesh,Khurai,Footwear,Men's Footwear,4.2,1,721,721,5%,Tier 3,0,0,Sparx,No,1st Wave,8,2020,Weekday,6.580639137,Mid,Male,Teacher,Not Married,"Rs. 50,000 – 75,000",1,26,No,Tier 3,2,No
2627,FADBI72200104089,G2M4R6,06-01-2021,Madhya Pradesh,Damoh,Mobiles & Accessories,Mobiles,4.3,1,14499,14499,18%,Tier 3,0,0,Handset,No,2nd Wave,1,2021,Weekday,9.581834961,Beginning,Male,Student,Not Married,Prefer Not to Say,1,22,No,Tier_2,2,No
2628,FACE7H2000004374,G2M4R6,19-11-2019,Madhya Pradesh,Jabalpur ,Toys and Games,Toys and Games,4.3,1,177,222,12%,Tier 3,0,26,Centy,No,No,11,2019,Weekday,5.402677382,Mid,Male,Student,Not Married,Prefer Not to Say,1,22,No,Tier_2,2,No
2629,FAC91Y2100182253,G2M4R6,24-01-2021,Madhya Pradesh,Bareli,"Bags, Wallets & Belts",Bags & Backpacks,4.1,1,474,514,18%,Tier 3,0,9,Metronaut,Yes,No,1,2021,Weekend,6.242223265,End,Male,Student,Not Married,Prefer Not to Say,1,22,No,Tier_2,2,No
2630,FAACPC2100005469,G2M4R6,11-01-2020,Madhya Pradesh,Bareli,"Bags, Wallets & Belts",Bags & Backpacks,4.1,1,329,329,12%,Tier 3,0,0,k,Yes,No,1,2020,Weekend,5.796057751,Mid,Male,Student,Not Married,Prefer Not to Say,1,22,No,Tier_2,2,No
2631,FACYA22200006288,G2M4R7,23-06-2021,Madhya Pradesh,Pipariya,Beauty and Grooming,Body & Face Skin Care,4.4,1,229,274,18%,Tier 3,0,20,bellezza,No,No,6,2021,Weekday,5.613128106,End,Female,Student,Not Married,Prefer Not to Say,1,22,No,Tier 3,0,No
2633,FAC9IY2100182253,G2M4R8,24-01-2021,Madhya Pradesh,Bareli,"Bags, Wallets & Belts",Bags & Backpacks,4.1,1,420,460,5%,Tier 3,0,10,Metronaut,Yes,No,1,2021,Weekend,6.131226489,End,Male,farmer,Not Married,"Rs. 10,000 – 25,000",1,31,No,Tier_2,2,No
2634,FABVQ42000189856,G2M4R8,15-10-2019,Madhya Pradesh,Bareli,Health & Personal Care Appliances,Personal Care Appliances,4.2,1,581.03,581,12%,Tier 3,0,0,Trimmers,Yes,No,10,2019,Weekday,6.364750757,Mid,Male,farmer,Not Married,"Rs. 10,000 – 25,000",1,31,No,Tier_2,2,No
2635,FACR7Q2100713800,G2M4R9,19-11-2020,Madhya Pradesh,Indore,Audio & Video,Headphones,3.9,1,1988.99,1989,18%,Tier_2,1,0,headphones,No,No,11,2020,Weekday,7.595387279,Mid,Male,Student,Not Married,"Rs. 10,000 – 25,000",1,23,No,Tier_2,0,No
2636,FAC9872000004426,G2M4R9,29-09-2019,Madhya Pradesh,Indore,Home & Kitchen,Kitchen Appliances,4.1,1,2499,2499,18%,Tier_2,0,0,Prestige,No,No,9,2019,Weekend,7.823645931,End,Male,Student,Not Married,"Rs. 10,000 – 25,000",1,23,No,Tier_2,0,No
2637,FAB4M22000041400,G1M4R1,27-10-2019,Assam,Duliajan,Audio & Video,Speakers,4.4,1,7799,7019,18%,Tier 3,11,0,Sony,No,No,10,2019,Weekend,8.856376037,End,Male,Engineer,Not Married,Prefer Not to Say,1,26,No,Tier 3,2,No
2638,FADBCS2100015183,G1M4R1,10-03-2021,Assam,Duliajan,Mobiles & Accessories,Mobiles,4.5,1,31999,31999,18%,Tier 3,0,0,Google,No,No,3,2021,Weekday,10.37345993,Mid,Male,Engineer,Not Married,Prefer Not to Say,1,26,No,Tier 3,2,No
2639,FAD8SZ2100001450,G1M4R1,19-03-2021,Assam,Duliajan,Mobiles & Accessories,Mobile Accessories,4.4,1,899,899,18%,Tier 3,0,0,Spigen,No,No,3,2021,Weekday,6.801283034,Mid,Male,Engineer,Not Married,Prefer Not to Say,1,26,No,Tier 3,2,No
2640,FABXI62100392771,G1M4R2,23-01-2021,Assam,Jorhat,Books,Books,4.2,1,283,331,0%,Tier 3,0,17,A,Yes,No,1,2021,Weekend,5.802118375,End,Male,Engineer,Not Married,Prefer Not to Say,1,26,No,Tier 3,2,No
2641,FAC9TA2202030200,G1M4R2,01-06-2021,Assam,Jorhat,Wearable Smart Devices,Smart Watches,4.2,1,3999,3999,18%,Tier 3,0,0,huami,No,No,6,2021,Weekday,8.293799609,Beginning,Male,Engineer,Not Married,Prefer Not to Say,1,26,No,Tier 3,2,No
2642,FACYPH2200001575,G1M4R2,23-07-2021,Assam,Jorhat,Musical Instruments,String Instruments,4.4,1,500,500,18%,Tier 3,0,0,D'ADDARIO,No,No,7,2021,Weekday,6.214608098,End,Male,Engineer,Not Married,Prefer Not to Say,1,26,No,Tier 3,2,No
2643,FAG53E2200000845,G1M4R2,01-09-2021,Assam,Jorhat,Clothing and Accessories,Topwear,4.4,1,449,487.1,5%,Tier 3,0,9,Crazy,No,No,9,2021,Weekday,6.188469441,Beginning,Male,Engineer,Not Married,Prefer Not to Say,1,26,No,Tier 3,2,No
2644,FACUEC2000103122,G1M4R3,18-02-2021,Bihar,Vaishali,Health & Personal Care Appliances,Personal Care Appliances,3.6,1,365,398.9,18%,Tier 3,0,10,SRE,Yes,No,2,2021,Weekday,5.988710759,Mid,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,22,No,Tier_1,0,Yes
2645,FABGOG2100000819,G1M4R3,03-03-2021,Bihar,Vaishali,Musical Instruments,String Instruments,4.2,1,2199,2199,18%,Tier 3,0,0,medellin,No,No,3,2021,Weekday,7.695757991,Beginning,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,22,No,Tier_1,0,Yes
2646,FAETLP2200738397,G1M4R3,30-04-2021,Karnataka,Bengaluru,Pens & Stationery,Pens & Stationery,4.4,1,119,106,12%,Tier_1,11,0,Classmate,No,2nd Wave,4,2021,Weekday,4.663439094,End,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,22,No,Tier_1,0,Yes
2647,FAE5OR2200003514,G1M4R3,30-04-2021,Karnataka,Bengaluru,Home Furnishing,Bed Linen & Blankets,3.8,1,159,159,5%,Tier_1,0,0,Loof,No,2nd Wave,4,2021,Weekday,5.068904202,End,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,22,No,Tier_1,0,Yes
2648,FAETLP2200737985,G1M4R3,30-04-2021,Karnataka,Bengaluru,Pens & Stationery,Pens & Stationery,4.2,2,236,212,12%,Tier_1,11,0,Classmate,No,2nd Wave,4,2021,Weekday,5.356586275,End,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,22,No,Tier_1,0,Yes
2649,FAEWJX2200736122,G1M4R3,24-08-2021,Karnataka,Bengaluru,Computers,Storage,4.2,1,490,490,18%,Tier_1,0,0,HP,No,No,8,2021,Weekday,6.194405391,End,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,22,No,Tier_1,0,Yes
2650,FAC3ON2200006970,G1M4R3,08-09-2021,Karnataka,Bengaluru,Clothing and Accessories,Sarees and Saree Essentials,3.7,1,786,786,18%,Tier_1,0,0,RIVANA,Yes,No,9,2021,Weekday,6.666956792,Beginning,Female,Student,Not Married,"Rs. 10,000 – 25,000",1,22,No,Tier_1,0,Yes
2651,FAEMDG2100005130,G1M4R4,25-12-2020,Assam,Jorhat,Clothing and Accessories,Winter Wear,4.2,1,409,466.14,5%,Tier 3,0,14,Aksa,No,No,12,2020,Weekday,6.144486018,End,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2652,FAD4T52100024877,G1M4R4,27-01-2021,Assam,Jorhat,Home Furnishing,Curtains & Accessories,3.7,1,729,729,5%,Tier 3,0,0,Guruh,Yes,No,1,2021,Weekday,6.591673732,End,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2653,FACA932100007483,G1M4R4,31-01-2021,Assam,Jorhat,Home Furnishing,Covers & Protectors,3.8,1,260,260,5%,Tier 3,0,0,PRIYU,Yes,No,1,2021,Weekend,5.560681631,End,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2654,FAE2AP2100039091,G1M4R4,20-02-2021,Assam,Jorhat,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.1,1,359,359,5%,Tier 3,0,0,Glowworld,Yes,No,2,2021,Weekend,5.883322388,End,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2655,FAE3JM2100006680,G1M4R4,04-03-2021,Assam,Jorhat,Home Furnishing,Cushions & Pillows,3.1,1,229,229,5%,Tier 3,0,0,KALPANA,Yes,2nd Wave,3,2021,Weekday,5.433722004,Beginning,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2656,FAGQJP2200000301,G1M4R4,06-04-2021,Assam,Jorhat,"Kitchen, Cookware & Serveware",Kitchen Storage & Containers,4.3,1,329,329,12%,Tier 3,0,0,BONIRY,No,No,4,2021,Weekday,5.796057751,Beginning,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2657,FACPSO2200000187,G1M4R4,29-05-2021,Assam,Jorhat,Clothing and Accessories,Innerwear and Swimwear,3.8,2,348,348,5%,Tier 3,0,0,Zielen,No,2nd Wave,5,2021,Weekend,5.85220248,End,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2658,FAFO7Z2201667907,G1M4R4,10-06-2021,Assam,Jorhat,Clothing and Accessories,Bottomwear,3.8,1,532,507,5%,Tier 3,13,8,Pepe,No,No,6,2021,Weekday,6.228511004,Mid,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2659,FAFM7H2200002059,G1M4R4,16-06-2021,Assam,Jorhat,Clothing and Accessories,Fabrics,4.1,1,319,319,5%,Tier 3,0,0,Riyashree,Yes,No,6,2021,Weekday,5.765191103,Mid,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2660,FAEW3F2200004558,G1M4R4,28-07-2021,Assam,Jorhat,Clothing and Accessories,Innerwear and Swimwear,3.6,1,195,195,5%,Tier 3,0,0,Lozenge,Yes,No,7,2021,Weekday,5.272999559,End,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2661,FAH4JR2200529687,G1M4R4,02-09-2021,Assam,Jorhat,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",3.8,1,480,480,5%,Tier 3,9,9,LIBAS,Yes,No,9,2021,Weekday,6.173786104,Beginning,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2662,FAHO6T2200000319,G1M4R4,22-09-2021,Assam,Jorhat,Clothing and Accessories,Innerwear and Swimwear,3.8,1,299,299,5%,Tier 3,0,0,QLARVIC,No,No,9,2021,Weekday,5.700443573,End,Female,Retired,Married,Prefer Not to Say,1,50,Yes,Tier 3,1,No
2663,FAAABW2004708295,G1M4R5,01-12-2019,Assam,Jorhat,Clothing and Accessories,Topwear,4,1,696,696,5%,Tier 3,0,0,Sassafras,No,No,12,2019,Weekend,6.54534966,Beginning,Male,Student,Not Married,Prefer Not to Say,2,23,No,Tier 3,2,No
2664,FADAVO2100390008,G1M4R5,29-11-2020,Assam,Jorhat,Clothing and Accessories,Automotive Accessories,4.1,1,619,619,0%,Tier 3,0,0,Product,No,No,11,2020,Weekend,6.428105273,End,Male,Student,Not Married,Prefer Not to Say,2,23,No,Tier 3,2,No
2665,FAE6DF2200006498,G1M4R5,24-07-2021,Karnataka,Bengaluru,Footwear,Men's Footwear,3.8,1,415,453.2,5%,Tier_1,0,10,MONAHANI,No,No,7,2021,Weekend,6.116333529,End,Male,Student,Not Married,Prefer Not to Say,2,23,No,Tier 3,2,No
2666,FAABK22000007127,G1M4R5,24-06-2019,Assam,Jorhat,Books,Books,4.118336545,1,1461,1534,0%,Tier 3,0,5,Designa,No,No,6,2019,Weekday,7.335633982,End,Male,Student,Not Married,Prefer Not to Say,2,23,No,Tier 3,2,No
2667,FAABK22000007128,G1M4R5,24-06-2019,Assam,Jorhat,Books,Books,4.118336545,1,1284,1357,0%,Tier 3,0,6,Quadrivium,No,No,6,2019,Weekday,7.21303166,End,Male,Student,Not Married,Prefer Not to Say,2,23,No,Tier 3,2,No
2668,FAETLP2200415825,G1M4R5,15-04-2021,Karnataka,Bengaluru,Footwear,Women's Footwear,3.8,1,1399,1337,18%,Tier_1,5,0,PUMA,No,2nd Wave,4,2021,Weekday,7.198183577,Mid,Male,Student,Not Married,Prefer Not to Say,2,23,No,Tier 3,2,No
2669, FAB8AJ2000103905,G1M4R6,01-08-2019,Assam,Silapathar,Clothing and Accessories,Dresses and Gowns,3.1,1,509,558.52,5%,Tier 3,0,10,Trendy,No,No,8,2019,Weekday,6.325290428,Beginning,Male,Army,Married,"Rs. 50,000 – 75,000",1,45,Yes,Tier 3,1,No
2670,FAAXZT2000023359,G1M4R6,10-08-2019,Nagaland,Dimapur,Footwear,Men's Footwear,3.8,1,539,539,5%,Tier 3,0,0,SEGA,No,No,8,2019,Weekend,6.289715571,Mid,Male,Army,Married,"Rs. 50,000 – 75,000",1,45,Yes,Tier 3,1,No
2671,FADFU82000004576,G1M4R6,03-11-2019,Nagaland,Dimapur,Mobiles & Accessories,Mobiles,3.9,1,815,815,12%,Tier 3,0,0,Micromax,Yes,No,11,2019,Weekend,6.703188113,Beginning,Male,Army,Married,"Rs. 50,000 – 75,000",1,45,Yes,Tier 3,1,No
2672,FAA15H2000043284,G1M4R6,07-11-2019,Nagaland,Dimapur,Footwear,Men's Footwear,4,1,665,711.67,5%,Tier 3,0,8,SEGA,Yes,No,11,2019,Weekday,6.567614321,Beginning,Male,Army,Married,"Rs. 50,000 – 75,000",1,45,Yes,Tier 3,1,No
2673,FABW542000050562,G1M4R6,29-02-2020,Nagaland,Dimapur,Beauty and Grooming,Hair Care and Accessory,3.8,1,215,257.86,5%,Tier 3,0,20,7,No,No,2,2020,Weekend,5.552416802,End,Male,Army,Married,"Rs. 50,000 – 75,000",1,45,Yes,Tier 3,1,No
2674,FAAC2R2000022980,G1M4R7,08-11-2019,Assam,Silapathar,Clothing and Accessories,Topwear,4,1,307,356.52,5%,Tier 3,0,17,Sevnix,No,No,11,2019,Weekday,5.876390339,Beginning,Female,Housewife,Married,"Rs. 10,000 – 25,000",1,33,Yes,Tier 3,2,No
2675,FADOWO2000004911,G1M4R7,10-03-2020,Assam,Silapathar,Sports,Cricket,3.7,1,374,432.04,12%,Tier 3,0,16,MRF,No,1st Wave,3,2020,Weekday,6.068518177,Mid,Female,Housewife,Married,"Rs. 10,000 – 25,000",1,33,Yes,Tier 3,2,No
2676,FAC9PW2000001971,G1M4R7,10-03-2020,Assam,Silapathar,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",3.9,1,714,775.9,5%,Tier 3,0,9,FAB,No,1st Wave,3,2020,Weekday,6.654023646,Mid,Female,Housewife,Married,"Rs. 10,000 – 25,000",1,33,Yes,Tier 3,2,No
2677,FABAQU2100000069,G1M4R7,04-06-2020,Assam,Silapathar,Kids Accessories,School Supplies,3.9,1,295,325.51,18%,Tier 3,0,11,Bloomtail,No,1st Wave,6,2020,Weekday,5.785393183,Beginning,Female,Housewife,Married,"Rs. 10,000 – 25,000",1,33,Yes,Tier 3,2,No
2678,FAD0DN2200011592,G1M4R7,25-04-2021,Assam,Silapathar,Clothing and Accessories,Bottomwear,4,1,699,699,5%,Tier 3,0,0,Fashionate,No,2nd Wave,4,2021,Weekend,6.549650742,End,Female,Housewife,Married,"Rs. 10,000 – 25,000",1,33,Yes,Tier 3,2,No
2679,FAER3J2200002528,G1M4R7,31-05-2021,Assam,Silapathar,Clothing and Accessories,Fabrics,3.9,1,699,699,5%,Tier 3,0,0,Vivan,No,2nd Wave,5,2021,Weekday,6.549650742,End,Female,Housewife,Married,"Rs. 10,000 – 25,000",1,33,Yes,Tier 3,2,No
2680,FABV3I2200006495,G1M4R7,21-06-2021,Assam,Silapathar,Home Improvement,Lawn and Gardening,3.6,1,425,453,18%,Tier 3,3,10,Jiyan,No,No,6,2021,Weekday,6.115892125,End,Female,Housewife,Married,"Rs. 10,000 – 25,000",1,33,Yes,Tier 3,2,No
2681,FACPIN2200074488,G1M4R7,13-07-2021,Assam,Silapathar,Clothing and Accessories,Bottomwear,4,1,647,692.71,5%,Tier 3,0,8,Fasla,No,No,7,2021,Weekday,6.540611441,Mid,Female,Housewife,Married,"Rs. 10,000 – 25,000",1,33,Yes,Tier 3,2,No
2682,FADZZB2100387862,G1M4R8,20-07-2020,Maharashtra,Nagpur,Audio & Video,Headphones,4.3,1,549,549,18%,Tier_2,0,0,boAt,No,1st Wave,7,2020,Weekday,6.308098442,End,Male,Student,Not Married,Prefer Not to Say,1,23,No,Tier_1,0,No
2683,FAA9MU2200005991,G1M4R8,11-06-2020,Karnataka,Bengaluru,Home Furnishing,Bed Linen & Blankets,3.8,1,339,377.1,5%,Tier_1,0,12,UNIBLISS,No,No,6,2020,Weekday,5.932510404,Mid,Male,Student,Not Married,Prefer Not to Say,1,23,No,Tier_1,0,No
2684,RACOK02200638225,G1M4R8,02-07-2021,Karnataka,Bengaluru,Sports,Badminton,4.2,1,1899,1883,12%,Tier_1,1,0,YONEX,Yes,No,7,2021,Weekday,7.540621529,Beginning,Male,Student,Not Married,Prefer Not to Say,1,23,No,Tier_1,0,No
