,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,Covid,City_Tier,Discount%,Delivery Fee%,Sale,Brand,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,"In most ways, my life is close to my ideal",The Conditions in my life are excellent.,"So far, I have got the important things I want in my life","If I could live my life over, I would change almost nothing",Many people have directly or indirectly contributed to my progress in life,I feel good when I co-operate with others,"When making a decision, I take other people's needs and feelings into account.","It is my duty to take care of my family, even when I have to sacrifice what I want.",Honesty is important to achieve success,Social inequalities bother me,What I am today is solely because of my hard work and talent,People should keep their troubles to themselves,It is important that I do my job better than others,Winning is everything,I don’t worry about others as long as I am happy,It upsets me when my work is not recognized by others,Traditional values are important for me,I plan for the long-term,I am willing to give up today’s fun for future success,I believe persistence is key to success,Saving money is important to me,It is okay to use shortcuts to get what you want,I like to get quick results,I would rather spend money today than save for future,"When my routine is disturbed, it upsets me","I admire people who own expensive homes, cars, and clothes",The things I own say a lot about how well I’m doing in life,I aspire a luxurious and comfortable lifestyle,My life would be better if I owned certain things I don’t have,I’d be happier if I could afford to buy more things,I don’t pay much attention to the material objects other people own,I usually buy only the things I need,I have all the things I really need to enjoy life,My happiness does not depend on things I own,There is a higher purpose to life than comfort and luxury,I believe success in life does not mean becoming rich,I segregate waste before its disposal,I try to conserve water,I try to educate people I know about climate change,I sign petitions related to environmental issues,I try to conserve electricity,I walk/cycle/use public transport to save fuel,Age,has_child,Lives_in_city_tier
2950,OD117117138681844000,G5M1R7,2021-07-21,Maharashtra,Nagpur,"Bags, Wallets & Belts",Luggage & Travel,4.118336545,1,295.0,295.0,12%,No,Tier_2,0,0,Yes,StyBuzz,7,2021,Weekday,5.68697535633982,End,Female,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,No,No,No,Never,2.0,very often,3.0,3.0,7.0,2.0,2.0,3.0,6.0,7.0,7.0,7.0,7.0,4.0,6.0,4.0,1.0,7.0,6.0,7.0,5.0,7.0,7.0,5.0,5.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,5.0,2.0,2.0,1.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,24.0,No,Tier_2
2951,OD116479376878183000,G5M1R7,2021-08-22,Maharashtra,Nagpur,Footwear,Women's Footwear,4.1,1,298.0,298.0,5%,No,Tier_2,0,0,Yes,FA82,8,2021,Weekend,5.697093486505405,End,Female,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,No,No,No,Never,2.0,very often,3.0,3.0,7.0,2.0,2.0,3.0,6.0,7.0,7.0,7.0,7.0,4.0,6.0,4.0,1.0,7.0,6.0,7.0,5.0,7.0,7.0,5.0,5.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,5.0,2.0,2.0,1.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,24.0,No,Tier_2
2952,OD113392787576532000,G5M1R7,2020-12-30,Maharashtra,Nagpur,Clothing and Accessories,Jumpsuits and Dungarees,4.118336545,1,500.0,500.0,5%,No,Tier_2,0,0,No,SHREE,12,2020,Weekday,6.214608098422191,End,Female,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,No,No,No,Never,2.0,very often,3.0,3.0,7.0,2.0,2.0,3.0,6.0,7.0,7.0,7.0,7.0,4.0,6.0,4.0,1.0,7.0,6.0,7.0,5.0,7.0,7.0,5.0,5.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,5.0,2.0,2.0,1.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,24.0,No,Tier_2
2953,OD222970591396236000,G5M1R9,2021-01-30,West Bengal,Kolkata,Food Products,Food Products,4.118336545,1,34.0,31.0,5%,No,Tier_1,9,0,Yes,Mayurank,1,2021,Weekend,3.4339872044851463,End,Female,PhD Student,Not Married,No,"Rs. 25,000 – 50,000",UPI,Yes,everyday,Yes,once or twice a week,Always,2.0,sometimes,5.0,7.0,6.0,4.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,3.0,5.0,4.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,1.0,6.0,4.0,4.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,4.0,23.0,No,Tier_1
2954,OD117490618268838000,G5M1R10,2020-12-21,Gujarat,Gandhinagar,Pens & Stationery,Pens & Stationery,4.1,1,205.0,165.0,12%,No,Tier 3,20,0,Yes,LUXOR,12,2020,Weekday,5.10594547390058,End,Male,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,No,No,No,Sometimes,3.0,Always,4.0,5.0,5.0,2.0,7.0,6.0,6.0,6.0,2.0,3.0,4.0,2.0,7.0,3.0,1.0,6.0,4.0,6.0,6.0,7.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,6.0,5.0,4.0,7.0,7.0,6.0,5.0,1.0,1.0,2.0,3.0,22.0,No,Tier 3
2955,OD115224233919404000,G5M1R10,2021-01-06,Gujarat,Gandhinagar,Footwear,Men's Footwear,4.0,1,369.0,369.0,5%,No,Tier 3,0,0,Yes,SEVEN,1,2021,Weekday,5.910796644040527,Beginning,Male,Student,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,No,No,No,Sometimes,3.0,Always,4.0,5.0,5.0,2.0,7.0,6.0,6.0,6.0,2.0,3.0,4.0,2.0,7.0,3.0,1.0,6.0,4.0,6.0,6.0,7.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,6.0,5.0,4.0,7.0,7.0,6.0,5.0,1.0,1.0,2.0,3.0,22.0,No,Tier 3
2956,OD122502392129405000,G5M2R1,2021-08-05,Uttar Pradesh,Kanpur,Footwear,Men's Footwear,4.3,1,999.0,999.0,5%,No,Tier_2,0,0,Yes,FILA,8,2021,Weekday,6.906754778648554,Beginning,Male,Student,Not Married,No,Prefer Not to Say,UPI,Yes,everyday,Yes,once or twice a week,Very Often,2.0,very often,5.0,5.0,4.0,5.0,6.0,7.0,6.0,6.0,7.0,5.0,5.0,3.0,5.0,4.0,2.0,5.0,6.0,6.0,7.0,7.0,4.0,4.0,5.0,6.0,3.0,5.0,4.0,6.0,6.0,6.0,4.0,5.0,3.0,5.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,22.0,No,Tier_2
2957,OD222266658373688000,G5M2R6,2021-07-09,Gujarat,Vadodara,Clothing and Accessories,Sarees And Saree Essentials,4.2,1,989.0,989.0,5%,No,Tier_2,0,0,Yes,Krishna,7,2021,Weekday,6.8966943316227125,Beginning,Male,Intern,Not Married,No,Prefer Not to Say,UPI,No,I have never tried.,Yes,sometimes but not consistent,Sometimes,2.0,very often,4.0,4.0,3.0,2.0,4.0,6.0,7.0,5.0,5.0,7.0,5.0,1.0,6.0,4.0,3.0,7.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,3.0,4.0,6.0,5.0,6.0,7.0,5.0,3.0,4.0,6.0,7.0,6.0,7.0,6.0,4.0,6.0,4.0,24.0,No,Tier_2
2958,OD118689897616317000,G5M2R8,2020-05-18,Uttar Pradesh,Kanpur,Books,Books,4.5,1,558.0,530.0,0%,1st Wave,Tier_2,6,0,No,How,5,2020,Weekday,6.272877006546167,Mid,Female,Client relation,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,once or twice a week,Yes,once or twice a week,Always,2.0,sometimes,4.0,4.0,4.0,3.0,5.0,5.0,6.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,1.0,7.0,1.0,5.0,4.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,23.0,No,Tier_2
2959,OD118762892613251000,G5M2R8,2020-05-18,Uttar Pradesh,Kanpur,Books,Books,4.5,1,644.0,611.0,0%,1st Wave,Tier_2,6,0,No,Howto,5,2020,Weekday,6.415096959171596,Mid,Female,Client relation,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,once or twice a week,Yes,once or twice a week,Always,2.0,sometimes,4.0,4.0,4.0,3.0,5.0,5.0,6.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,1.0,7.0,1.0,5.0,4.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,23.0,No,Tier_2
2960,OD120818568259063000,G5M2R8,2021-01-22,Uttar Pradesh,Kanpur,Footwear,Men's Footwear,4.0,1,299.0,299.0,0%,No,Tier_2,0,0,Yes,LAYASA,1,2021,Weekday,5.700443573390687,End,Female,Client relation,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,once or twice a week,Yes,once or twice a week,Always,2.0,sometimes,4.0,4.0,4.0,3.0,5.0,5.0,6.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,1.0,7.0,1.0,5.0,4.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,23.0,No,Tier_2
2961,OD120479620572572000,G5M2R8,2020-10-17,Uttar Pradesh,Kanpur,Clothing and Accessories,Topwear,3.9,1,625.0,563.0,5%,1st Wave,Tier_2,10,0,Yes,ZOMBOM,10,2020,Weekend,6.333279628139691,Mid,Female,Client relation,Not Married,No,"Rs. 10,000 – 25,000",UPI,Yes,once or twice a week,Yes,once or twice a week,Always,2.0,sometimes,4.0,4.0,4.0,3.0,5.0,5.0,6.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,1.0,7.0,1.0,5.0,4.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,23.0,No,Tier_2
2962,OD117371774450258000,G5M3R1,2019-12-20,Chhattisgarh,Raipur,Mobiles & Accessories,Mobiles,4.5,1,9999.0,9999.0,12%,No,Tier_2,0,0,Yes,Redmi,12,2019,Weekday,9.21024036697585,End,Male,Unemployed,Not Married,No,Prefer Not to Say,Any Other,No,No,No,No,Rarely,3.0,very often,6.0,5.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,4.0,6.0,2.0,6.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,26.0,No,Tier 3
2963,OD119320917736246000,G5M3R2,2020-08-02,Karnataka,Bengaluru,Food Products,Food Products,4.0,20,2940.0,1729.0,5%,1st Wave,Tier_1,42,0,No,Unibic,8,2020,Weekend,7.455298485683291,Beginning,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2.0,sometimes,6.0,6.0,6.0,4.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,33.0,No,Tier 3
2964,OD119591661615644000,G5M3R2,2020-09-02,Karnataka,Bengaluru,Food Products,Food Products,4.0,11,3550.0,1224.0,5%,1st Wave,Tier_1,66,0,No,Madhur,9,2020,Weekday,7.1098794630722715,Beginning,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2.0,sometimes,6.0,6.0,6.0,4.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,33.0,No,Tier 3
2965,OD120348722384127000,G5M3R2,2020-11-29,Jharkhand,Hazaribagh,"Bags, Wallets & Belts",Luggage & Travel,4.4,1,859.0,859.0,18%,1st Wave,Tier 3,0,0,Yes,Wildcraft,11,2020,Weekend,6.755768921984255,End,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2.0,sometimes,6.0,6.0,6.0,4.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,33.0,No,Tier 3
2966,OD120427255001352000,G5M3R3,2020-12-08,Chhattisgarh,Raipur,Jewellery,Artificial Jewellery,4.118336545,1,159.0,195.0,0%,No,Tier_2,0,23,Yes,ultimatefashionista,12,2020,Weekday,5.272999558563747,Beginning,Female,Unemployed,Not Married,No,Prefer Not to Say,UPI,No,No,Yes,sometimes but not consistent,Rarely,1.0,sometimes,4.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,2.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,2.0,6.0,2.0,25.0,No,Tier_2
2967,OD120871625367848000,G5M3R3,2021-01-29,Chhattisgarh,Raipur,Jewellery,Artificial Jewellery,4.118336545,1,378.0,423.0,5%,No,Tier_2,0,12,Yes,Adc,1,2021,Weekday,6.0473721790462776,End,Female,Unemployed,Not Married,No,Prefer Not to Say,UPI,No,No,Yes,sometimes but not consistent,Rarely,1.0,sometimes,4.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,2.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,2.0,6.0,2.0,25.0,No,Tier_2
2968,OD122854374692987000,G5M3R4,2021-09-15,West Bengal,Howrah,Food Products,Food Products,4.118336545,20,1348.0,668.0,5%,No,Tier 3,55,4,Yes,Agro,9,2021,Weekday,6.504288173536645,Mid,Male,Team Lead,Not Married,Yes,"Rs. 25,000 – 50,000",Any Other,No,I have never tried.,No,sometimes but not consistent,Sometimes,1.0,sometimes,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26.0,No,Tier 3
2969,OD119983555701603000,G5M3R5,2020-10-18,Jharkhand,Ranchi,Audio & Video,Headphones,4.1,1,899.0,899.0,18%,1st Wave,Tier_2,0,0,Yes,Infinity,10,2020,Weekend,6.80128303447162,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1.0,Always,5.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,4.0,7.0,2.0,4.0,4.0,7.0,7.0,1.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,4.0,4.0,27.0,No,Tier 3
2970,OD116417988471733000,G5M3R8,2019-10-02,Assam,Guwahati,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.0,1,539.0,539.0,5%,No,Tier_2,0,0,Yes,Glorious,10,2019,Weekday,6.289715570908998,Beginning,Female,Homemaker ,Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,No,No,Sometimes,2.0,very often,3.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,6.0,5.0,7.0,1.0,5.0,4.0,1.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,7.0,7.0,4.0,3.0,7.0,4.0,45.0,Yes,Tier_2
2971,OD116417988471733000,G5M3R8,2019-10-02,Assam,Guwahati,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.2,1,697.0,697.0,5%,No,Tier_2,0,0,Yes,Vbuyz,10,2019,Weekday,6.546785410760524,Beginning,Female,Homemaker ,Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,No,No,Sometimes,2.0,very often,3.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,6.0,5.0,7.0,1.0,5.0,4.0,1.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,7.0,7.0,4.0,3.0,7.0,4.0,45.0,Yes,Tier_2
2972,OD116661273838656000,G5M3R8,2019-10-09,Assam,Guwahati,Home Furnishing,Bed Linen & Blankets,4.0,1,499.0,424.0,0%,No,Tier_2,16,0,Yes,Bombay,10,2019,Weekday,6.049733455231958,Beginning,Female,Homemaker ,Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,No,No,Sometimes,2.0,very often,3.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,6.0,5.0,7.0,1.0,5.0,4.0,1.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,7.0,7.0,4.0,3.0,7.0,4.0,45.0,Yes,Tier_2
2973,OD116661273838656000,G5M3R8,2019-10-09,Assam,Guwahati,Home Furnishing,Bed Linen & Blankets,4.0,1,499.0,424.0,0%,No,Tier_2,16,0,Yes,Bombay,10,2019,Weekday,6.049733455231958,Beginning,Female,Homemaker ,Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,No,No,Sometimes,2.0,very often,3.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,6.0,5.0,7.0,1.0,5.0,4.0,1.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,7.0,7.0,4.0,3.0,7.0,4.0,45.0,Yes,Tier_2
2974,OD117800294980784000,G5M3R8,2020-02-08,Rajasthan,Jaipur,Furniture,Furniture Accessories,4.4,1,599.0,599.0,12%,1st Wave,Tier_2,0,0,Yes,7CR,2,2020,Weekend,6.395261598115449,Beginning,Female,Homemaker ,Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,No,No,Sometimes,2.0,very often,3.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,6.0,5.0,7.0,1.0,5.0,4.0,1.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,7.0,7.0,4.0,3.0,7.0,4.0,45.0,Yes,Tier_2
2975,OD121785366450821000,G5M3R8,2021-05-14,Assam,Guwahati,Home Cleaning & Bathroom Accessories,Cleaning Suppliers,3.7,1,149.0,204.0,5%,2nd Wave,Tier_2,0,37,Yes,zilleria,5,2021,Weekday,5.318119993844216,Mid,Female,Homemaker ,Married,Yes,Prefer Not to Say,UPI,Yes,sometimes but not consistent,No,No,Sometimes,2.0,very often,3.0,4.0,3.0,3.0,3.0,6.0,7.0,4.0,6.0,5.0,7.0,1.0,5.0,4.0,1.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,7.0,7.0,4.0,3.0,7.0,4.0,45.0,Yes,Tier_2
2976,OD116928443671683000,G5M3R13,2019-10-30,Delhi,New Delhi,Food Products,Food Products,4.118336545,10,1109.0,745.0,5%,No,Tier_1,38,5,No,Mahakosh,10,2019,Weekday,6.61338421837956,End,Male,Unemployed,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,1.0,Always,4.0,4.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,7.0,5.0,2.0,6.0,5.0,4.0,7.0,7.0,6.0,4.0,5.0,3.0,7.0,1.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,7.0,7.0,1.0,7.0,7.0,26.0,No,Tier 3
2977,OD117119280968589000,G5M3R13,2019-11-21,Delhi,New Delhi,Food Products,Food Products,4.118336545,16,1799.0,1201.0,5%,No,Tier_1,34,0,Yes,Fortune,11,2019,Weekday,7.0909098220799835,End,Male,Unemployed,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,1.0,Always,4.0,4.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,7.0,5.0,2.0,6.0,5.0,4.0,7.0,7.0,6.0,4.0,5.0,3.0,7.0,1.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,7.0,7.0,1.0,7.0,7.0,26.0,No,Tier 3
2978,OD117420655304950000,G5M3R13,2019-12-26,Delhi,New Delhi,Food Products,Food Products,4.118336545,19,1849.0,1337.0,5%,No,Tier_1,28,0,No,Dhampure,12,2019,Weekday,7.198183577101943,End,Male,Unemployed,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,1.0,Always,4.0,4.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,7.0,5.0,2.0,6.0,5.0,4.0,7.0,7.0,6.0,4.0,5.0,3.0,7.0,1.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,7.0,7.0,1.0,7.0,7.0,26.0,No,Tier 3
2979,OD117670919358076000,G5M3R13,2020-01-24,Delhi,New Delhi,Food Products,Food Products,4.118336545,23,1996.0,1215.0,5%,No,Tier_1,40,0,No,Fortune,1,2020,Weekday,7.102499355774649,End,Male,Unemployed,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,1.0,Always,4.0,4.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,7.0,5.0,2.0,6.0,5.0,4.0,7.0,7.0,6.0,4.0,5.0,3.0,7.0,1.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,7.0,7.0,1.0,7.0,7.0,26.0,No,Tier 3
2980,OD117869243635288000,G5M3R13,2020-02-16,Delhi,New Delhi,Food Products,Food Products,4.118336545,22,1689.0,1204.0,5%,1st Wave,Tier_1,29,0,No,Everest,2,2020,Weekend,7.093404625868766,Mid,Male,Unemployed,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,1.0,Always,4.0,4.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,7.0,5.0,2.0,6.0,5.0,4.0,7.0,7.0,6.0,4.0,5.0,3.0,7.0,1.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,7.0,7.0,1.0,7.0,7.0,26.0,No,Tier 3
2981,OD117972275740547000,G5M3R13,2020-02-28,Delhi,New Delhi,Food Products,Food Products,4.118336545,18,1868.0,1364.0,5%,1st Wave,Tier_1,27,0,No,Rajdhani,2,2020,Weekday,7.218176838403408,End,Male,Unemployed,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,1.0,Always,4.0,4.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,7.0,5.0,2.0,6.0,5.0,4.0,7.0,7.0,6.0,4.0,5.0,3.0,7.0,1.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,7.0,7.0,1.0,7.0,7.0,26.0,No,Tier 3
2982,OD118107719714870000,G5M3R13,2020-03-15,Delhi,New Delhi,Food Products,Food Products,4.118336545,22,1002.0,827.0,12%,1st Wave,Tier_1,23,5,No,Haldiram's,3,2020,Weekend,6.717804695023691,Mid,Male,Unemployed,Not Married,No,"Rs. 10,000 – 25,000",UPI,No,I have never tried.,Yes,sometimes but not consistent,Rarely,1.0,Always,4.0,4.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,7.0,5.0,2.0,6.0,5.0,4.0,7.0,7.0,6.0,4.0,5.0,3.0,7.0,1.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,6.0,6.0,7.0,6.0,7.0,7.0,1.0,7.0,7.0,26.0,No,Tier 3
2983,OD119980612594716000,G5M3R14,2020-10-17,West Bengal,Aurangabad,Home Lighting,Decor ligtening and accessories,4.3,1,800.0,726.0,18%,1st Wave,Tier_2,10,0,Yes,RKays,10,2020,Weekend,6.587550014824796,Mid,Male,Associate Consultant,Not Married,No,Prefer Not to Say,Credit Card,Yes,sometimes but not consistent,Yes,everyday,Sometimes,1.0,sometimes,6.0,6.0,4.0,2.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,7.0,4.0,6.0,5.0,6.0,7.0,7.0,6.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,6.0,6.0,6.0,4.0,3.0,2.0,7.0,6.0,5.0,7.0,6.0,26.0,No,Tier_2
2984,OD115361346012329000,G5M3R15,2019-11-02,West Bengal,Kolkata,Footwear,men's Footwear,3.7,1,664.0,598.0,5%,No,Tier_1,10,0,Yes,Shoes,11,2019,Weekend,6.393590753950631,Beginning,Male,Assistant Engineer,Not Married,No,"Rs. 75,000 – 1,00,000",Credit Card,Yes,everyday,Yes,everyday,Never,1.0,very often,5.0,5.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,4.0,2.0,1.0,2.0,5.0,5.0,3.0,6.0,5.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,31.0,No,Tier_1
2985,OD118607742408424000,G5M3R15,2020-05-12,West Bengal,Kolkata,Health & Personal Care Appliances,Personal Care Appliances,4.3,1,2199.0,2199.0,18%,1st Wave,Tier_1,0,0,Yes,Philips,5,2020,Weekday,7.695757990554761,Mid,Male,Assistant Engineer,Not Married,No,"Rs. 75,000 – 1,00,000",Credit Card,Yes,everyday,Yes,everyday,Never,1.0,very often,5.0,5.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,4.0,2.0,1.0,2.0,5.0,5.0,3.0,6.0,5.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,31.0,No,Tier_1
