,index,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,Collectiv,Life_Satsif,Indiv,LongTermOri,ShortTermOri,Materialism,Spiritualism,EnvBehav,Age,has_child,Lives_in_city_tier,Clusters,More_than_average
2754,2713,FAEU5O2100001332,G1M3R10,2020-10-16,Maharashtra,Mumbai,"Kitchen, Cookware & Serveware",Kitchen Storage & Containers,4.3,1,299.0,272.0,5%,Tier_1,10,0,Buransh,No,1st Wave,10,2020,Weekday,5.605802066295998,Mid,Female,Student,Not Married,No,"Rs. 2,00,000 and above",Cash on Delivery,Yes,everyday,Yes,everyday,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,23,No,Tier_1,0,Yes
2755,3161,FACFZG2200001993,G1M3R10,2019-02-11,Maharashtra,Mumbai,Home Cleaning & Bathroom Accessories,HouseHold Supplies,4.0,1,70.0,49.0,12%,Tier_1,30,0,Savaal,No,No,2,2019,Weekday,3.8918202981106265,Mid,Female,Student,Not Married,No,"Rs. 2,00,000 and above",Cash on Delivery,Yes,everyday,Yes,everyday,Rarely,2,very often,High,High,Low,High,Low,Low,High,High,23,No,Tier_1,0,Yes
2756,2714,FAA6HU2000004706,G1M3R11,2019-05-09,Maharashtra,Nashik,Computers,Laptop Accessories,3.9,1,189.0,189.0,12%,Tier_2,0,0,Flipkart,No,No,5,2019,Weekday,5.241747015059643,Beginning,Female,Housewife,Married,Yes,"Rs. 75,000 – 1,00,000",Cash on Delivery,Yes,everyday,No,No,Never,1,Always,High,High,Low,High,Low,High,Low,High,27,Yes,Tier_2,2,No
2757,2715,FAABVP2100144214,G1M3R11,2020-10-16,Maharashtra,Nashik,Beauty and Grooming,Bath & Shower,4.3,1,198.0,155.0,12%,Tier_2,22,0,Himalaya,No,1st Wave,10,2020,Weekday,5.043425116919247,Mid,Female,Housewife,Married,Yes,"Rs. 75,000 – 1,00,000",Cash on Delivery,Yes,everyday,No,No,Never,1,Always,High,High,Low,High,Low,High,Low,High,27,Yes,Tier_2,2,No
2758,2716,FADAVP2100023214,G1M3R11,2020-06-12,Maharashtra,Nashik,Beauty and Grooming,Bath & Shower,4.3,1,198.0,155.0,12%,Tier_2,22,0,Himalaya,No,No,6,2020,Weekday,5.043425116919247,Mid,Female,Housewife,Married,Yes,"Rs. 75,000 – 1,00,000",Cash on Delivery,Yes,everyday,No,No,Never,1,Always,High,High,Low,High,Low,High,Low,High,27,Yes,Tier_2,2,No
2759,2717,FAEBR12000129886,G1M3R11,2020-09-02,Maharashtra,Nashik,Beauty and Grooming,Bath & Shower,4.3,1,198.0,155.0,12%,Tier_2,22,0,Himalaya,No,No,9,2020,Weekday,5.043425116919247,Beginning,Female,Housewife,Married,Yes,"Rs. 75,000 – 1,00,000",Cash on Delivery,Yes,everyday,No,No,Never,1,Always,High,High,Low,High,Low,High,Low,High,27,Yes,Tier_2,2,No
2760,2718,FADWD42100007579,G1M3R12,2020-07-23,Maharashtra,Nashik,Mobiles & Accessories,Mobile Accessories,3.9,1,199.0,199.0,18%,Tier_2,0,0,KWINE,No,1st Wave,7,2020,Weekday,5.293304824724492,End,Male,Engineer,Married,Yes,"Rs. 2,00,000 and above",Net Banking,No,No,Yes,once or twice a week,Never,1,Rarely,High,Low,High,High,Low,Low,Low,High,26,No,Tier_2,2,No
2761,2719,FABJ7L200036440,G1M3R12,2020-07-23,Maharashtra,Nashik,Mobiles & Accessories,Mobile Accessories,4.4,1,199.0,199.0,18%,Tier_2,0,0,Sprik,No,1st Wave,7,2020,Weekday,5.293304824724492,End,Male,Engineer,Married,Yes,"Rs. 2,00,000 and above",Net Banking,No,No,Yes,once or twice a week,Never,1,Rarely,High,Low,High,High,Low,Low,Low,High,26,No,Tier_2,2,No
2762,2722,FAA9Q31901287790,G1M2R1,2019-04-02,Kerala,Malappuram,Computers,Storage,4.3,1,339.0,339.0,18%,Tier_2,12,12,SanDisk,No,No,4,2019,Weekday,5.82600010738045,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2763,2723,FACBBA1900008482,G1M2R1,2019-02-25,Kerala,Malappuram,Furniture,Wardrobes,3.3,1,1549.0,1591.37,18%,Tier_2,0,3,Continental,No,No,2,2019,Weekday,7.3723505594398695,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2764,2724,FABZDH1900725456,G1M2R1,2019-02-27,Kerala,Malappuram,Beauty and Grooming,Makeup,4.4,1,146.0,146.0,18%,Tier_2,28,28,Maybelline,No,No,2,2019,Weekday,4.983606621708336,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2765,2725,FAAXNJ1902748333,G1M2R1,2019-02-27,Kerala,Malappuram,Beauty and Grooming,Body & Face Skin Care,4.0,1,180.0,180.0,18%,Tier_2,23,23,Neutrogena,No,No,2,2019,Weekday,5.19295685089021,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2766,2726,FABKQ71900020318,G1M2R1,2019-02-03,Kerala,Malappuram,Books,Books,5.0,1,1064.0,1064.0,0%,Tier_2,0,0,Corporate,No,No,2,2019,Weekend,6.96979066990159,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2767,2727,FAAJBH1900010852,G1M2R1,2019-02-03,Kerala,Malappuram,Books,Books,4.5,1,1014.0,1160.0,0%,Tier_2,0,15,Strategic,No,No,2,2019,Weekend,7.05617528410041,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2768,2728,FABZDH1900773991,G1M2R1,2019-10-03,Kerala,Malappuram,Home Lighting,Utility Lighting,5.0,1,379.0,379.0,12%,Tier_2,11,11,Eveready,Yes,No,10,2019,Weekday,5.937536205082426,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2769,2729,FABU5I2000000205,G1M2R1,2019-04-13,Kerala,Malappuram,Books,Books,3.9,1,2100.0,2100.0,18%,Tier_2,0,0,UG,Yes,No,4,2019,Weekend,7.649692623711514,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2770,2730,FABN5Z2000006760,G1M2R1,2019-04-15,Kerala,Malappuram,Footwear,Men's Footwear,3.9,1,499.0,499.0,5%,Tier_2,0,0,Kraasa,Yes,No,4,2019,Weekday,6.212606095751519,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2771,2731,FAAF7Z2000001425,G1M2R1,2019-05-06,Kerala,Malappuram,Mobiles & Accessories,Mobile Accessories,4.2,1,334.0,383.15,18%,Tier_2,0,15,SDS,Yes,No,5,2019,Weekday,5.948426557416413,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2772,2732,FABAFG2000015099,G1M2R1,2019-04-07,Kerala,Malappuram,Beauty and Grooming,Hair Care and Accessory,4.0,1,248.0,248.0,5%,Tier_2,0,0,Pema,No,No,4,2019,Weekend,5.5134287461649825,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2773,2733,FABYZH2000215574,G1M2R1,2019-07-15,Kerala,Malappuram,Audio & Video,Speakers,3.5,1,549.0,549.0,18%,Tier_2,0,0,Flipkart,Yes,No,7,2019,Weekday,6.3080984415095305,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2774,2734,FACC4X2000009613,G1M2R1,2019-07-17,Kerala,Malappuram,Mobiles & Accessories,Mobile Accessories,4.0,1,149.0,141.0,18%,Tier_2,6,0,Cover,Yes,No,7,2019,Weekday,4.948759890378168,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2775,2735,FAAAAZ2001654069,G1M2R1,2019-07-25,Kerala,Malappuram,Mobiles & Accessories,Mobiles,4.3,1,5999.0,5999.0,12%,Tier_2,0,0,Redmi,No,No,7,2019,Weekday,8.699348067653093,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2776,2736,FABLU22000004756,G1M2R1,2019-01-08,Kerala,Malappuram,Mobiles & Accessories,Mobile Accessories,3.5,1,849.0,849.0,0%,Tier_2,0,0,MM,No,No,1,2019,Weekday,6.744059186311348,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2777,2737,FAATYF2000035925,G1M2R1,2019-01-08,Kerala,Malappuram,Mobiles & Accessories,Mobile Accessories,3.9,1,161.0,161.0,18%,Tier_2,0,0,Flipkart,No,No,1,2019,Weekday,5.081404364984463,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2778,2738,FAB5IQ2000606192,G1M2R1,2019-08-09,Kerala,Malappuram,Computers,Laptop Accessories,4.3,1,699.0,664.0,18%,Tier_2,6,0,Logitech,No,No,8,2019,Weekday,6.498282149476434,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2779,2739,FAAAAB2003274361,G1M2R1,2019-09-18,Kerala,Malappuram,Computers,Storage,4.3,1,849.0,849.0,18%,Tier_2,0,0,SanDisk,No,No,9,2019,Weekday,6.744059186311348,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2780,2740,FAB3YP2000065057,G1M2R1,2019-09-09,Kerala,Malappuram,Home Improvement,Tools and Measuring Equipment,3.5,1,279.0,279.0,18%,Tier_2,0,0,Aiwa,No,No,9,2019,Weekday,5.631211781821365,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2781,2741,FABYV52000480815,G1M2R1,2019-03-10,Kerala,Malappuram,Home Lighting,Utility Lighting,4.3,1,289.0,259.0,12%,Tier_2,14,0,Eveready,Yes,No,3,2019,Weekend,5.556828061699537,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2782,2742,FACEG72000157699,G1M2R1,2019-10-18,Kerala,Malappuram,Books,Books,4.4,1,520.0,520.0,0%,Tier_2,0,0,Advanced,No,No,10,2019,Weekday,6.253828811575473,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2783,2743,FAB18P2000054400,G1M2R1,2019-12-12,Kerala,Malappuram,Clothing and Accessories,Sarees and Saree Essentials,3.7,1,344.0,344.0,5%,Tier_2,0,0,Prabhas,No,No,12,2019,Weekday,5.840641657373398,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2784,2744,FAAAAB2006140000,G1M2R1,2019-12-15,Kerala,Malappuram,Automotive Accessories,Industrial & Scientific Supplies,3.8,1,850.0,1.0,18%,Tier_2,100,0,Flipkart,No,No,12,2019,Weekend,0.0,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2785,2745,FABYSJ2100006069,G1M2R1,2020-05-26,Kerala,Malappuram,Home Improvement,Tools and Measuring Equipment,3.4,1,197.0,197.0,18%,Tier_2,0,0,Inditrust,No,1st Wave,5,2020,Weekday,5.2832037287379885,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2786,2746,FACUBB2100000253,G1M2R1,2020-05-26,Kerala,Malappuram,Home Improvement,Tools and Measuring Equipment,3.3,1,230.0,263.9,18%,Tier_2,0,15,YUV'S,No,1st Wave,5,2020,Weekday,5.575570243509278,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2787,2747,FACDW72100001426,G1M2R1,2020-05-26,Kerala,Malappuram,Industrial & Scientific Supplies,Pens & Stationery,2.3,1,848.0,848.0,18%,Tier_2,0,0,Corslet,No,1st Wave,5,2020,Weekday,6.742880635791903,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2788,2748,FADN562100003563,G1M2R1,2020-06-13,Kerala,Malappuram,Mobiles & Accessories,Mobile Accessories,4.2,1,175.0,175.0,18%,Tier_2,0,0,techut,No,1st Wave,6,2020,Weekend,5.1647859739235145,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2789,2749,FABVK92100020134,G1M2R1,2020-06-18,Kerala,Malappuram,Home Lighting,Utility Lighting,4.3,1,449.0,449.0,12%,Tier_2,0,0,Wipro,No,1st Wave,6,2020,Weekday,6.1070228877422545,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2790,2750,FACUEF2100008064,G1M2R1,2020-06-24,Kerala,Malappuram,Mobiles & Accessories,Mobile Accessories,4.3,1,149.0,149.0,18%,Tier_2,0,0,SRT,Yes,1st Wave,6,2020,Weekday,5.003946305945459,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2791,2751,FADZXF2100664692,G1M2R1,2020-07-19,Kerala,Malappuram,Computers,Storage,4.3,2,598.0,568.0,18%,Tier_2,6,0,Sandisk,No,1st Wave,7,2020,Weekend,6.342121418721152,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2792,2752,FAA46K2100010315,G1M2R1,2020-09-16,Kerala,Malappuram,Clothing and Accessories,Topwear,4.2,1,379.0,379.0,5%,Tier_2,0,0,Istyle,No,1st Wave,9,2020,Weekday,5.937536205082426,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2793,2753,FACPCZ2100020861,G1M2R1,2020-09-16,Kerala,Malappuram,Mobiles & Accessories,Mobile Accessories,3.7,1,199.0,199.0,18%,Tier_2,0,0,VAKIBO,No,1st Wave,9,2020,Weekday,5.293304824724492,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2794,2754,FAETYG2100002769,G1M2R1,2020-09-16,Kerala,Malappuram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",4.3,1,999.0,999.0,5%,Tier_2,0,0,SKY,No,1st Wave,9,2020,Weekday,6.906754778648554,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2795,2755,FADYH62100009175,G1M2R1,2020-09-16,Kerala,Malappuram,Mobiles & Accessories,Tablet Accessories,4.0,1,449.0,449.0,18%,Tier_2,0,0,TGK,No,1st Wave,9,2020,Weekday,6.1070228877422545,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2796,2756,FAA47I2100104084,G1M2R1,2020-09-16,Kerala,Malappuram,Clothing and Accessories,"Kurtas, Ethnic Sets and Bottoms",3.7,1,599.0,599.0,5%,Tier_2,0,0,GULMOHAR,No,1st Wave,9,2020,Weekday,6.395261598115449,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2797,2757,FAAAAB2101556010,G1M2R1,2020-09-21,Kerala,Malappuram,Pens & Stationery,Kids Accessories,3.6,1,134.0,134.0,12%,Tier_2,30,30,Faber-Castell,No,1st Wave,9,2020,Weekday,4.897839799950911,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2798,2758,FADDGT2100030360,G1M2R1,2020-09-21,Kerala,Malappuram,Pens & Stationery,Office Supplies,4.2,1,185.0,185.0,18%,Tier_2,0,0,toss,No,1st Wave,9,2020,Weekday,5.220355825078324,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2799,2759,FAD89V2100003083,G1M2R1,2020-11-22,Kerala,Malappuram,Mobiles & Accessories,Mobile Accessories,4.2,1,129.0,129.0,18%,Tier_2,0,0,Torenzosmart,No,No,11,2020,Weekend,4.859812404361672,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2800,2760,FAAVUF2103152682,G1M2R1,2020-11-29,Kerala,Malappuram,Computers,Laptop Accessories,4.3,1,881.0,836.0,18%,Tier_2,6,0,Logitech,No,No,11,2020,Weekend,6.728628613084702,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2801,2761,FACLWW2100067753,G1M2R1,2020-01-12,Kerala,Malappuram,Automotive Accessories,Vehicle Utility Accessories,2.8,1,249.0,249.0,18%,Tier_2,0,0,AutoPowerz,No,No,1,2020,Weekend,5.517452896464707,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2802,2762,FAD1TE2100003569,G1M2R1,2020-01-12,Kerala,Malappuram,Automotive Accessories,Vehicle Lights,3.7,1,199.0,199.0,18%,Tier_2,0,0,Auto,No,No,1,2020,Weekend,5.293304824724492,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2803,2763,FACN572100142672,G1M2R1,2021-01-19,Kerala,Malappuram,Computers,Laptop Accessories,3.3,1,215.0,215.0,12%,Tier_2,0,0,WD,No,No,1,2021,Weekday,5.3706380281276624,Mid,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2804,2764,FAE1ZM2100118057,G1M2R1,2021-05-02,Kerala,Malappuram,Mobiles & Accessories,Mobiles,3.7,1,11499.0,11499.0,18%,Tier_2,0,0,Realme,Yes,No,5,2021,Weekend,9.350015354048665,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2805,2765,FAE5Z02100016166,G1M2R1,2021-05-02,Kerala,Malappuram,Mobiles & Accessories,Mobile Accessories,4.2,1,119.0,119.0,18%,Tier_2,0,0,Smart,Yes,No,5,2021,Weekend,4.77912349311153,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2806,2766,FADMTT2200000013,G1M2R1,2021-03-31,Kerala,Malappuram,Home Cleaning & Bathroom Accessories,HouseHold Supplies,1.3,1,259.0,312.57,12%,Tier_2,0,21,Aryshaa,No,2nd Wave,3,2021,Weekday,5.744828444092202,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2807,2767,FABM0E2200005557,G1M2R1,2021-09-07,Kerala,Malappuram,Home Furnishing,Bed Linen & Blankets,4.0,1,799.0,799.0,5%,Tier_2,0,0,RD,No,No,9,2021,Weekday,6.683360945766275,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2808,2768,FAGMU32200018646,G1M2R1,2021-09-07,Kerala,Malappuram,"Bags, Wallets & Belts",Luggage & Travel,4.3,1,301.0,301.0,18%,Tier_2,0,0,Ganpati,No,No,9,2021,Weekday,5.707110264748875,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2809,2769,FAHAH82200000346,G1M2R1,2021-10-07,Kerala,Malappuram,"Bags, Wallets & Belts",Luggage & Travel,4.0,1,349.0,349.0,18%,Tier_2,0,0,Vidhi,No,No,10,2021,Weekday,5.855071922202427,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2810,3162,FABU7Z1900043748,G1M2R1,2019-01-27,Kerala,Malappuram,Clothing and Accessories,Topwear,4.1,1,364.0,364.0,5%,Tier_2,0,0,Books,No,No,1,2019,Weekend,5.8971538676367405,End,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
2811,3163,FAB1FU2004810433,G1M2R1,2020-12-03,Kerala,Malappuram,Watches,Wrist Watches,4.3,1,649.0,649.0,18%,Tier_2,0,0,Sonata,No,No,12,2020,Weekday,6.47543271670409,Beginning,Male,Engineer,Not Married,No,"Rs. 10,000 – 25,000",Cash on Delivery,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Rarely,2,sometimes,High,Low,Low,High,High,Low,High,Low,24,No,Tier 3,0,Yes
